,,,,,Type of Product,,,,,,,,,,,,,,,,,Product Display,,,,,,,Package Type,,,,,,,,
S/N,Latitude,Longitude,Type of Outlet,Specify type of outlet,Type of Product (Combined Response),Coca-Cola,Pepsi,Bigi,RC Cola,7Up,Fanta,Sprite,La Casera,Schweppes,Fayrouz,Mirinda,Mountain Dew,Teem,American Cola,Others,Product Type - Others,Product Display (Combined Response),On shelf/carton,In refridgerator/cooler,On display stand,With consumer (actively being consumed),Others,Product Display - Others,Package Type Combined,PET bottle (50cl/1L),Glass bottle (35cl/60cl),Can (33cl),Others,Package Type - Others,Product with Higher shelf/refrigerator presence,Product with Higher shelf/refrigerator presence - Others,Stock condition
1257,6.5415224,3.2290124,Shop,,Bigi La Casera,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
1258,6.5383183,3.225535,Shop,,American Cola,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,Outside,Partially stocked
1259,6.5383018,3.2255481,Shop,,Fanta Coca-Cola,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
1260,6.5380883,3.2252233,Shop,,American Cola,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
1261,6.5381533,3.2251933,Shop,,La Casera,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,Outside,Partially stocked
1262,6.5380483,3.2251517,Shop,,American Cola,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
1263,6.5380483,3.2251517,Shop,,Fanta,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
1264,6.5379645,3.225069,Shop,,Pepsi American Cola,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
1265,6.5376353,3.2250112,Shop,,Coca-Cola,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,Glass bottle (35cl/60cl),0,1,0,0,,Coke,,Well stocked
1266,6.5376478,3.2249776,Shop,,7Up,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,Glass bottle (35cl/60cl),0,1,0,0,,Others,Outside and inside,Well stocked
1267,6.5375367,3.2248467,Shop,,Mirinda,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,On display stand,0,0,1,0,0,,Glass bottle (35cl/60cl),0,1,0,0,,Others,Inside,Well stocked
1268,6.5373578,3.2246381,Shop,,Pepsi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Pepsi,,Partially stocked
1269,6.5375045,3.2247057,Shop,,American Cola,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,Outside and inside,Well stocked
1270,6.537505,3.2247083,Shop,,Pepsi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,On shelf/carton,1,0,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Pepsi,,Almost empty
1271,6.537505,3.2247083,Shop,,American Cola,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,Outside and inside,Well stocked
1272,6.537505,3.2247083,Shop,,Coca-Cola Pepsi,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
1273,6.537505,3.2247083,Shop,,Pepsi 7Up,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,Glass bottle (35cl/60cl),0,1,0,0,,All equal,,Well stocked
1274,6.537505,3.2247083,Shop,,Coca-Cola Sprite Pepsi American Cola,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
1275,6.537505,3.2247083,Supermarket,,Pepsi Coca-Cola,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,On shelf/carton,1,0,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
1276,6.537505,3.2247083,Shop,,Coca-Cola Fanta,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,Glass bottle (35cl/60cl),0,1,0,0,,All equal,,Partially stocked
1277,6.681187,3.2691966,Others,Container,Pepsi 7Up Teem Others,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,Big cola,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,Big cola,Partially stocked
1278,6.6813666,3.2691143,Others,Container,Coca-Cola Fanta American Cola,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Pepsi,,Partially stocked
1279,6.6726489,3.2705206,Shop,,Sprite American Cola Pepsi La Casera Coca-Cola 7Up,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,American cola,Partially stocked
1280,6.6713196,3.2679128,Shop,,Coca-Cola Fanta,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
1281,6.6704906,3.266885,Shop,,Fanta Others,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Limca,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,Fanta,Partially stocked
1282,6.6688847,3.2645983,Shop,,Coca-Cola Pepsi American Cola 7Up La Casera,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
1283,6.6686714,3.2635271,Shop,,Fanta La Casera,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
1284,6.6685415,3.2635121,Shop,,Pepsi American Cola,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,American cola,Partially stocked
1285,6.6677686,3.2630842,Shop,,Bigi American Cola Others,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,Big cola,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
1286,6.6669055,3.2624656,Shop,,Coca-Cola Pepsi Others,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Big cola,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,Big cola,Partially stocked
1287,6.6666425,3.2626853,Shop,,Coca-Cola Pepsi Fanta,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
1288,6.6667192,3.2626628,Shop,,Pepsi Bigi La Casera Others,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,Big cola,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
1289,6.6670992,3.2635301,Others,Container,Coca-Cola Pepsi American Cola La Casera,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
1290,6.6670803,3.2636178,Others,Container,Pepsi American Cola,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Almost empty
1291,6.6669904,3.2636114,Kiosk,,Coca-Cola La Casera Sprite American Cola Bigi,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
1292,6.6051783,3.2729417,Shop,,Coca-Cola Pepsi Fanta Sprite American Cola,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
1293,6.6051783,3.2729417,Shop,,Coca-Cola Pepsi Fanta American Cola Teem Mirinda,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
1294,6.6051783,3.2729417,Shop,,Coca-Cola Pepsi,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
1295,6.6051783,3.2729417,Shop,,Coca-Cola Pepsi American Cola La Casera,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
1296,6.6051783,3.2729417,Kiosk,,Pepsi Fanta American Cola,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Almost empty
1297,6.6051867,3.2729533,Shop,,Coca-Cola Fanta American Cola,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
1298,6.6051867,3.2729533,Shop,,Coca-Cola Pepsi RC Cola 7Up,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
1299,6.6051867,3.2729533,Shop,,Pepsi Coca-Cola Fanta Sprite Teem American Cola Others,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,Tropical,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
1300,6.6051867,3.2729533,Shop,,Coca-Cola Pepsi Fanta American Cola,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Almost empty
1301,6.60517,3.27293,Shop,,Pepsi Coca-Cola Fanta Sprite American Cola,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
1302,6.6103322,3.2710579,Shop,,Pepsi Fanta La Casera,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Almost empty
1303,6.6103018,3.2651243,Shop,,Pepsi Sprite American Cola,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
1304,6.6103175,3.264044,Shop,,Pepsi Teem American Cola,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
1305,6.6103123,3.2624997,Shop,,Coca-Cola American Cola,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Almost empty
1306,6.6101916,3.2617445,Shop,,Coca-Cola Fanta,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
1307,6.6101521,3.2604478,Shop,,Pepsi Coca-Cola RC Cola Teem,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
1308,6.6101323,3.2596865,Shop,,Coca-Cola Fanta,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Almost empty
1309,6.61013,3.2596083,Shop,,Pepsi Fanta La Casera,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Almost empty
1310,6.61013,3.2596083,Shop,,Fanta Sprite American Cola,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
1311,6.61013,3.2596083,Shop,,Coca-Cola Pepsi,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Almost empty
1312,6.5456979,3.2632722,Shop,,Pepsi Bigi La Casera American Cola,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,,In refridgerator/cooler On shelf/carton,1,1,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Hard to tell,,Partially stocked
1313,6.545618,3.261815,Shop,,Coca-Cola Fanta American Cola,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Hard to tell,,Partially stocked
1314,6.5432945,3.261662,Shop,,Coca-Cola Pepsi Fanta La Casera American Cola Teem 7Up,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,American cola,Well stocked
1315,6.5439493,3.262068,Shop,,Coca-Cola Pepsi Fanta 7Up Sprite American Cola Schweppes Bigi RC Cola Teem La Casera Mirinda,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,,On shelf/carton In refridgerator/cooler On display stand,1,1,1,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,Hard to tell,,Well stocked
1316,6.5419317,3.2596183,Shop,,Pepsi American Cola 7Up Fanta Bigi,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,,In refridgerator/cooler On shelf/carton,1,1,0,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,Others,American cola,Almost empty
1317,6.5418594,3.2597379,Shop,,Coca-Cola Fanta Sprite Pepsi Bigi 7Up La Casera American Cola,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,,On shelf/carton,1,0,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Hard to tell,,Well stocked
1318,6.5416243,3.2588327,Shop,,Coca-Cola Pepsi Bigi RC Cola 7Up Fanta Sprite La Casera American Cola Teem Schweppes,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,American cola,Well stocked
1319,6.5445613,3.2614781,Shop,,Pepsi American Cola,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Hard to tell,,Almost empty
1320,6.5387633,3.25179,Shop,,Coca-Cola Fanta,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
1321,6.5387664,3.2517197,Shop,,Coca-Cola Bigi Fanta Sprite,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,Hard to tell,,Partially stocked
1322,6.5382453,3.2515619,Shop,,Coca-Cola Pepsi 7Up Bigi La Casera American Cola Teem,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Hard to tell,,Partially stocked
1323,6.5373136,3.2517393,Shop,,Coca-Cola Pepsi Fanta Sprite Bigi RC Cola American Cola La Casera,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,,On shelf/carton In refridgerator/cooler On display stand,1,1,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Hard to tell,,Well stocked
1324,6.5371012,3.2516552,Shop,,Coca-Cola Pepsi Bigi RC Cola 7Up Fanta Sprite Schweppes Teem American Cola,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Hard to tell,,Well stocked
1325,6.5366661,3.2518454,Shop,,Coca-Cola Pepsi Bigi American Cola Teem Sprite Fanta 7Up Schweppes,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Hard to tell,,Well stocked
1326,6.5385174,3.2493178,Shop,,Coca-Cola Pepsi Fanta 7Up American Cola,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,Pepsi,,Partially stocked
1327,6.5425761,3.2607031,Shop,,Coca-Cola Fanta La Casera Bigi Pepsi 7Up American Cola,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,Others,Fanta,Partially stocked
1328,6.5404565,3.2483942,Shop,,Coca-Cola Pepsi 7Up Fanta Sprite La Casera American Cola Mirinda,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,Hard to tell,,Partially stocked
1329,6.540663,3.2483953,Shop,,Bigi Coca-Cola Pepsi Fanta 7Up La Casera,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,Glass bottle (35cl/60cl) PET bottle (50cl/1L),1,1,0,0,,Bigi,,Partially stocked
1330,6.5375,3.2496451,Shop,,Pepsi Coca-Cola 7Up Fanta Sprite Bigi,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,Hard to tell,,Well stocked
1331,6.5390032,3.2488278,Shop,,Fanta La Casera,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,Others,Fanta,Partially stocked
1332,6.5367749,3.2499197,Shop,,Coca-Cola Pepsi Fanta 7Up Mirinda Sprite American Cola Bigi La Casera Teem,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,Hard to tell,,Well stocked
1333,6.5357253,3.2502594,Shop,,Coca-Cola Fanta La Casera 7Up American Cola Teem,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,Hard to tell,,Partially stocked
1334,6.5356922,3.2503112,Shop,,Coca-Cola Pepsi Bigi RC Cola 7Up Sprite Fanta La Casera American Cola Teem,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,,On shelf/carton,1,0,0,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,Hard to tell,,Well stocked
1335,6.5348865,3.2500309,Shop,,Pepsi Coca-Cola Fanta Sprite,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,All equal,,Partially stocked
1336,6.5347247,3.2500403,Shop,,Coca-Cola Fanta,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,On shelf/carton In refridgerator/cooler On display stand,1,1,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
1337,6.5355078,3.2501188,Shop,,Pepsi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,On shelf/carton,1,0,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Pepsi,,Partially stocked
1338,6.5418718,3.2591258,Shop,,Coca-Cola Pepsi Fanta Sprite 7Up,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,Glass bottle (35cl/60cl) PET bottle (50cl/1L),1,1,0,0,,Pepsi,,Well stocked
1339,6.5435824,3.2616936,Shop,,Coca-Cola Fanta La Casera,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,Glass bottle (35cl/60cl) PET bottle (50cl/1L),1,1,0,0,,Coke,,Partially stocked
1340,6.6174789,3.2995897,Shop,,Coca-Cola Pepsi Bigi Fanta Sprite La Casera American Cola,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,,On shelf/carton In refridgerator/cooler With consumer (actively being consumed),1,1,0,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,All equal,,Well stocked
1341,6.6174617,3.2994367,Shop,,Coca-Cola Pepsi Bigi 7Up Fanta Sprite La Casera Schweppes American Cola Teem,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,,On shelf/carton,1,0,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
1342,6.6173183,3.2992167,Shop,,Coca-Cola Pepsi 7Up Fanta Sprite La Casera Schweppes American Cola Teem,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,,On shelf/carton,1,0,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
1343,6.6171338,3.298951,Shop,,Coca-Cola Pepsi Fanta Sprite American Cola La Casera Schweppes Bigi,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
1344,6.6169183,3.2990517,Shop,,Coca-Cola Pepsi Bigi La Casera,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
1345,6.6162509,3.2991551,Shop,,Coca-Cola Pepsi Fanta Sprite La Casera Schweppes American Cola,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,All equal,,Partially stocked
1346,6.6162057,3.2991151,Shop,,Coca-Cola Pepsi Bigi Fanta Sprite 7Up La Casera American Cola,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,All equal,,Well stocked
1347,6.6155714,3.2987496,Shop,,Coca-Cola Pepsi 7Up Fanta American Cola Teem La Casera Sprite,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,All equal,,Well stocked
1348,6.6162041,3.2991708,Shop,,Coca-Cola Pepsi Bigi 7Up Fanta Sprite La Casera Schweppes American Cola,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
1349,6.6163217,3.2992467,Shop,,Coca-Cola Pepsi Fanta Sprite 7Up American Cola Teem,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,,On shelf/carton In refridgerator/cooler With consumer (actively being consumed),1,1,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
1350,6.618525,3.2998717,Shop,,Coca-Cola Pepsi 7Up Fanta Sprite Schweppes American Cola Teem,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
1351,6.6185968,3.3006361,Shop,,Coca-Cola Pepsi 7Up Fanta Sprite La Casera Schweppes Teem American Cola,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
1352,6.618149,3.3006642,Shop,,Coca-Cola Pepsi Schweppes Sprite Fanta American Cola,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
1353,6.6180284,3.3001903,Shop,,Coca-Cola Pepsi Bigi 7Up Fanta Sprite American Cola La Casera Schweppes,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
1354,6.61758,3.29993,Shop,,Coca-Cola Pepsi Sprite Fanta 7Up Schweppes La Casera American Cola,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,Lacasera,Well stocked
1355,6.5992544,3.2904995,Shop,,Coca-Cola Pepsi Bigi RC Cola 7Up Fanta Sprite La Casera Schweppes Mirinda Teem American Cola,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,,On display stand On shelf/carton,1,0,1,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl) Can (33cl),1,1,1,0,,Coke,,Well stocked
1356,6.5983635,3.2895341,Shop,,Coca-Cola Pepsi Bigi RC Cola 7Up Fanta Sprite La Casera Schweppes Mirinda Teem American Cola,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,Coke,,Well stocked
1357,6.5982272,3.2893765,Shop,,Coca-Cola Pepsi Bigi 7Up Fanta Sprite La Casera Mirinda Teem American Cola,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,,On display stand In refridgerator/cooler,0,1,1,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,Coke,,Well stocked
1358,6.5980436,3.2891904,Restaurant/Bar,,Coca-Cola Pepsi Bigi RC Cola 7Up Fanta Sprite La Casera Schweppes Mirinda Teem American Cola,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,,On display stand On shelf/carton,1,0,1,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,Coke,,Well stocked
